Lat,lon,elevation,PercentClear,NE,SE,SW,NW
34.64541667,77.02041666,6026,91,22,19.7,25,24.5
33.13375,77.02875,6074,96,25,23.1,24.2,23.7
34.64458333,77.03208333,6130,97,24,23.5,25,24.6
36.48541666,73.63541667,5710,91,21.7,23.2,25,21.5
35.58041666,77.07875,7381,98,25,23.5,24.6,24.5
35.58041666,77.07875,7381,98,25,23.5,24.6,24.5
34.66541667,77.04208333,6065,94,22.9,23.4,22.8,24.4
32.99541667,77.05375,6177,98,25,23.3,24.9,24.8
36.67541666,73.64458333,6000,94,24.1,23.2,24.2,22.3
33.78958333,77.04791666,5942,95,25,22.6,22.6,24.9
35.57125,77.08708333,7358,96,25,23.5,24.6,22.7
35.58041666,77.07875,7381,98,25,23.5,24.6,24.5
35.58041666,77.07875,7381,98,25,23.5,24.6,24.5
34.68208333,77.04875,5993,91,21.4,23,22.3,24.1
32.99541667,77.05375,6177,98,25,23.3,24.9,24.8
33.77791667,77.05708333,5899,91,25,21.2,24.1,20.8
35.57041666,77.08791666,7363,97,25,23.5,24.6,23.4
34.17291667,77.06041666,5756,95,24.1,22.6,23.9,24.7
33.76208333,77.07041666,5927,95,25,22.1,24.2,23.5
34.00875,77.07041666,5674,90,23.9,20.6,22.3,23.2
32.98458333,77.07125,6092,95,25,22.9,24.8,22.6
33.76208333,77.07041666,5927,95,25,22.1,24.2,23.5
34.00875,77.07041666,5674,90,23.9,20.6,22.3,23.2
34.07625,77.07541666,5796,96,25,22.4,23.9,24.8
34.07708333,77.07541666,5795,96,25,22.4,23.9,24.8
34.70541667,73.68291667,4833,93,20.9,23.5,25,24
34.70541667,73.68291667,4833,93,20.9,23.5,25,24
33.01541667,77.08541666,6017,91,24.2,22.3,21.2,23.1
33.37708333,77.08541666,5886,91,25,22,21.2,23.2
33.37708333,77.08541666,5886,91,25,22,21.2,23.2
36.69125,73.68875,6110,97,25,23.1,24.6,24.5
33.01625,77.09125,6047,94,25,22.6,22.6,23.7
33.32041667,77.09208333,5970,95,25,23.3,23,23.9
33.48958333,77.09208333,5828,90,22.3,23.2,20.5,24.1
34.72291667,73.70458333,4852,90,20.7,20.4,25,24
34.91041667,77.14375,6441,95,23.7,23.1,25,23.3
33.32875,77.09791666,5935,91,25,23.3,18.7,23.6
35.02625,77.14791666,6669,96,24.7,23.3,25,22.7
35.53958333,77.14875,7180,96,25,23.5,24.4,22.7
36.71375,73.70791667,6136,98,25,23.1,24.7,24.7
36.71375,73.70791667,6136,98,25,23.1,24.7,24.7
34.71791667,73.71791667,4885,92,18.7,23.5,25,24.3
35.53625,77.16958333,7133,95,25,23.4,24.3,22.3
34.72125,73.72875,4895,91,23.5,23.5,25,18.7
34.72458333,73.72458333,4962,98,25,23.5,25,24.6
34.77291667,73.72875,4973,96,24.1,23.5,25,23.7
34.78041667,73.74541667,4966,94,25,23.5,25,20.3
34.78041667,73.74541667,4966,94,25,23.5,25,20.3
32.96541667,77.14708333,6007,92,25,21.3,22.4,23.1
35.52125,77.19125,7083,92,25,21,24.3,21.6
33.68041667,77.14791666,6061,98,25,23.5,24.7,25
35.52041666,77.19958333,7123,96,25,23.4,24.4,23.2
35.52125,77.20625,7108,95,25,23.4,23.5,22.9
35.85208333,73.75791667,4863,93,23.1,23.5,24.7,22.1
34.54041667,77.16625,5996,93,22.8,21,25,24.2
35.52458333,77.21875,7110,96,25,23.4,24.2,23.3
33.66291667,77.17541666,6024,97,25,23.3,24.6,24.3
34.51625,77.17791666,6038,96,23.5,23.1,25,24.5
34.56625,77.17125,5996,93,22.6,21.8,24.9,24
34.99125,77.22541666,6472,92,22.6,22.8,25,21.8
34.51625,77.17875,6034,96,23.4,23.1,25,24.5
35.23875,73.79875,4684,90,25,20.9,21,22.6
35.23875,73.79875,4684,90,25,20.9,21,22.6
34.97958333,77.23791666,6423,90,21.8,22.7,24.9,20.7
35.23875,73.79958333,4691,90,25,21,21.2,22.8
35.23875,73.79958333,4691,90,25,21,21.2,22.8
33.58208333,77.21041666,6067,98,25,23.5,24.7,24.9
33.62208333,77.20958333,5995,96,25,23.4,23.6,24.3
34.78291667,73.80875,4966,96,25,23.5,25,22.6
33.64208333,77.20791666,6011,97,25,23.4,24.2,24.7
33.61708333,77.21958333,5956,91,25,23.3,22.4,20.2
32.89958333,77.22458333,6065,97,25,22.8,24.3,24.5
34.81375,73.84375,4960,97,25,23.5,24.9,23.5
34.81375,73.84375,4960,97,25,23.5,24.9,23.5
34.99458333,77.29041666,6534,94,23.6,22.6,25,22.7
36.69958333,73.86291667,6115,96,24.5,22.1,24.9,24.8
34.82291667,73.86875,4854,90,25,22.1,20.4,22.6
34.86791667,77.30291666,6298,91,22,22.4,25,21.6
34.42791667,77.28291666,5930,91,19.1,22.6,24.9,23.9
34.77958333,73.88875,4941,97,25,23.5,24.9,23.5
34.78041667,73.88875,4939,97,25,23.5,24.9,23.4
35.23458333,73.88958333,4651,90,25,20.3,21.1,23.4
34.46625,77.29041666,6011,94,21.7,22.9,25,24.4
34.47458333,77.29375,6004,93,21,22.6,25,24.3
32.84958333,77.30375,6039,96,25,22.1,24.5,24.3
32.93875,77.30125,6010,96,25,22.3,24,24.4
36.72875,73.88958333,6184,96,25,21.5,24.9,24.9
36.75458333,73.88375,6167,96,25,21.2,24.9,24.9
32.84958333,77.30458333,6048,96,25,22.2,24.5,24.4
36.72875,73.89041667,6183,96,25,21.5,24.9,24.9
36.88041666,73.89125,5864,91,25,20.2,21.3,24.9
36.88041666,73.89125,5864,91,25,20.2,21.3,24.9
34.81208333,73.91375,4877,94,24.7,23.5,22.6,23.3
34.50958333,77.31375,6141,97,23.6,23.4,25,24.6
34.52708333,77.32041666,6062,92,21.8,22.9,22.7,24.3
34.52708333,77.32041666,6062,92,21.8,22.9,22.7,24.3
34.56041667,77.31875,6096,91,19.7,23.2,24.7,23.1
34.56208333,77.31875,6107,95,22.6,23.3,24.8,24.3
32.84291667,77.32875,5960,91,25,20.5,23.2,22.1
36.68041666,73.90791667,6025,93,25,21.1,24.9,21.7
36.68041666,73.90791667,6025,93,25,21.1,24.9,21.7
34.52708333,77.32041666,6062,92,21.8,22.9,22.7,24.3
34.52708333,77.32041666,6062,92,21.8,22.9,22.7,24.3
32.84291667,77.32875,5960,91,25,20.5,23.2,22.1
35.37541666,77.36208333,7120,94,25,19.9,24.9,24.6
34.56041667,77.34458333,6099,94,22.3,23.2,24.8,24
34.56041667,77.34458333,6099,94,22.3,23.2,24.8,24
35.35541666,77.36791666,7215,98,25,23.4,24.9,24.8
35.35541666,77.36791666,7215,98,25,23.4,24.9,24.8
35.37541666,77.36208333,7120,94,25,19.9,24.9,24.6
34.41541667,77.35041666,6009,94,22,23.4,25,23.9
33.76125,77.36375,5903,92,25,18.4,23.8,24.9
34.43625,77.36875,6033,94,22.2,23.3,25,23.7
32.86041667,77.37958333,6065,97,25,23.3,23.8,24.7
32.86125,77.38041666,6069,97,25,23.3,23.8,24.8
33.48375,77.38125,5832,91,20.5,22.8,23.6,23.6
34.39375,77.43125,6013,93,20.5,23.4,24.9,24
34.39458333,77.43125,6021,93,20.8,23.4,25,24.1
33.98625,77.44208333,6074,98,25,22.7,25,25
36.29125,74.05625,5858,91,18.5,22.5,25,24.6
33.95958333,77.45458333,5955,94,25,21.7,24.8,22.4
33.95875,77.47541666,5913,92,25,21.3,24.8,20.9
36.46041666,74.09041667,6208,93,20.9,22,25,25
33.93541667,77.48708333,5915,94,25,20.8,24.8,22.9
33.93625,77.48708333,5919,94,25,20.8,24.8,23
36.71958333,74.08875,6562,96,25,21.3,25,25
33.93541667,77.48708333,5915,94,25,20.8,24.8,22.9
33.93625,77.48708333,5919,94,25,20.8,24.8,23
36.46041666,74.09041667,6208,93,20.9,22,25,25
34.44708333,77.49791666,6103,93,20,23.1,25,24.6
34.45708333,77.49875,6091,91,19.3,22.7,24.4,24.5
36.72208333,74.11541667,6520,95,25,20.7,24.7,24.6
36.72208333,74.11541667,6520,95,25,20.7,24.7,24.6
36.72208333,74.11541667,6520,95,25,20.7,24.7,24.6
36.72208333,74.11541667,6520,95,25,20.7,24.7,24.6
35.19708333,77.53875,6914,91,25,17.3,25,24.1
35.19791666,77.53958333,6924,92,25,17.5,25,24.2
33.70375,77.54458333,6228,95,21.7,23.5,25,25
33.67375,77.54625,6149,92,19,23.5,25,24.8
33.70375,77.54541666,6219,95,21.2,23.5,25,25
33.72541667,77.54958333,6256,94,23.3,20.7,25,25
33.88958333,77.55125,5857,91,25,20.5,21.9,23.1
34.43458333,77.54791666,6158,93,20,23.4,25,24.8
34.46875,77.54958333,6203,94,20.8,23.5,25,24.8
34.46875,77.54958333,6203,94,20.8,23.5,25,24.8
33.71708333,77.56041666,6292,97,25,23.5,25,23.8
33.74958333,77.55625,6367,99,25,23.5,25,25
35.14291667,77.57708333,7396,98,25,23.4,25,25
33.32375,77.57291666,5849,92,21.1,22.3,24.2,24.6
35.19375,77.58458333,6977,90,25,22.6,18,24.5
33.72625,77.57458333,6247,94,25,23.5,22.5,23.2
34.45708333,77.57125,6207,94,20.6,23.5,25,24.8
33.61041667,77.59541666,6088,95,25,23.4,25,21.4
33.61041667,77.59541666,6088,95,25,23.4,25,21.4
33.70208333,77.58958333,6192,94,25,23.5,25,20.4
33.70208333,77.58958333,6192,94,25,23.5,25,20.4
36.67625,74.20958333,6527,92,25,16.9,25,24.9
33.61041667,77.59625,6097,95,25,23.4,25,21.6
33.61041667,77.59625,6097,95,25,23.4,25,21.6
35.07791667,77.63625,6926,93,25,21.1,25,21.6
33.53625,77.62458333,6024,92,25,21.4,24.9,20.6
33.55125,77.62208333,6078,96,25,23.4,25,23
33.55291667,77.62125,6072,96,25,23.3,25,22.8
35.16791666,74.24458333,5291,91,22.5,18.5,25,25
33.46625,77.63291666,5982,91,20.9,23.1,24.9,22
36.89625,74.24291667,6234,92,25,18.4,24,25
33.49125,77.63125,6086,97,25,23.3,25,23.9
33.52041667,77.63375,6033,94,25,22.5,23.4,22.7
33.47041667,77.63958333,5977,90,23,23.1,24.9,19.2
33.46041667,77.64875,5969,90,22.7,23,24.9,19.4
33.46041667,77.64875,5969,90,22.7,23,24.9,19.4
33.56875,77.64958333,6037,93,25,23,23.2,21.8
33.56958333,77.65041666,6039,93,25,23,23.3,21.9
33.50208333,77.65625,6070,97,25,23.3,24.5,23.8
33.50208333,77.65625,6070,97,25,23.3,24.5,23.8
33.13458333,77.66791666,5851,91,20.7,21.6,23.8,24.5
33.14875,77.66958333,5953,97,25,22.6,24.5,24.7
33.52291667,77.66375,6052,96,25,23.2,24.3,23.1
33.53708333,77.67541666,6030,93,25,23.1,23.3,21.8
33.54625,77.67458333,6051,96,25,23.2,24.6,22.8
36.89791666,74.31375,6177,91,25,18.7,22.7,24.7
33.50125,77.69125,6041,96,25,23.1,24.6,22.9
36.62458333,74.31791667,7080,97,25,21.9,25,25
33.50208333,77.69208333,6031,95,25,23.1,24.5,22.5
33.51208333,77.69958333,6013,92,25,23,22,21.7
33.13041667,77.70875,5853,92,23.8,21.2,24,22.8
36.63875,74.35875,6878,94,25,20.6,23.3,25
36.63875,74.35875,6878,94,25,20.6,23.3,25
36.64875,74.36291667,6863,93,25,20.2,22.7,25
36.56708333,74.37791667,6866,94,25,19.7,25,23.9
34.86708333,77.75208333,7618,99,25,23.5,25,25
35.14375,74.41375,6263,94,21.1,23.1,25,25
33.31875,77.77791666,5878,92,24.5,20.5,24.7,22.5
33.31958333,77.77875,5883,93,24.6,20.6,24.7,22.6
36.66875,74.42125,6886,92,25,17,24.5,25
33.31875,77.77875,5873,92,24.5,20.3,24.7,22.5
33.31958333,77.77875,5883,93,24.6,20.6,24.7,22.6
33.29458333,77.79541666,5883,92,24.2,20.3,24.7,23.1
34.84541667,77.78458333,7425,95,25,23.2,25,21.4
35.13208333,74.43541667,6281,93,19.9,23.5,25,25
33.29458333,77.79541666,5883,92,24.2,20.3,24.7,23.1
34.80708333,77.79458333,7385,92,25,19.4,25,22.5
34.80458333,77.80625,7453,97,25,23.5,25,23.8
34.80541667,77.80458333,7444,97,25,23.5,25,23.7
33.31208333,77.83291666,5893,92,23.9,19.9,24.8,23.3
35.17125,77.82875,6884,96,25,23.5,22.7,24.5
36.14291666,74.48791667,7645,99,25,23.5,25,25
35.17125,77.82875,6884,96,25,23.5,22.7,24.5
36.53125,74.49958333,7693,95,25,20,25,25
33.65541667,77.86708333,5965,92,24.2,19.9,24,23.8
36.52125,74.50875,7753,99,25,23.5,25,25
33.64375,77.87625,5983,95,24.4,22,24.3,24
36.51125,74.52291667,7703,97,25,23.5,25,23
33.64625,77.87708333,5988,95,24.5,22.1,24.3,24.1
34.51791667,77.87791666,6561,95,24.8,23.5,25,21.9
34.51875,77.87791666,6557,95,24.6,23.5,25,21.9
36.50375,74.55625,7398,90,25,21.8,24.8,17.9
34.60625,77.89958333,6720,95,25,23.5,25,21.2
34.59041667,77.90541666,6608,92,25,23.5,25,18.7
34.73541667,77.89625,6597,90,25,23.4,24.6,17.2
35.23875,74.58875,8047,99,25,23.5,25,25
35.23875,74.58875,8047,99,25,23.5,25,25
33.21625,77.92875,5978,92,23,19.2,24.9,24.7
33.22625,77.92375,5967,91,22.8,18.8,24.9,24.6
35.25958333,74.59125,7766,90,25,21.8,17.7,25
36.48708333,74.59291667,7560,96,25,23.5,24.9,23
33.21625,77.92875,5978,92,23,19.2,24.9,24.7
33.60208333,77.92958333,5958,92,23.3,21,24.3,23.8
33.60291667,77.92958333,5963,93,23.4,21.1,24.3,23.9
34.63458333,77.94125,6545,91,25,23.1,22.3,20.5
32.61541667,77.97041666,6125,96,24.6,21.9,24.6,24.9
32.64708333,77.97041666,6069,92,23.8,20.1,23.2,24.9
33.12041667,77.96458333,6017,92,21.7,20.1,24.9,24.9
34.44708333,77.97041666,6359,93,24.2,23.4,25,20.8
32.60208333,77.97791666,6123,96,24.6,21.7,24.5,24.9
32.60291667,77.97708333,6124,96,24.6,21.8,24.6,24.9
32.61541667,77.97041666,6125,96,24.6,21.9,24.6,24.9
32.64708333,77.97041666,6069,92,23.8,20.1,23.2,24.9
36.12125,74.65958333,7210,97,25,23.4,25,23.2
34.44708333,77.97041666,6359,93,24.2,23.4,25,20.8
35.32458333,74.67291667,6793,90,25,23.5,16.8,24.9
35.09291667,77.96541666,6468,90,25,22.8,19.2,22.6
35.32291666,74.67458333,6789,90,25,23.5,16.8,24.9
35.54291666,77.96541666,6223,90,25,23.1,21.7,20.1
36.44125,74.68041667,7533,98,25,23.5,24.9,24.3
33.85291667,77.99541666,6059,95,24.1,21.6,24.7,24.8
33.09625,78.00125,6046,91,21.2,19.6,24.9,24.9
33.85291667,77.99541666,6059,95,24.1,21.6,24.7,24.8
34.62458333,73.67541667,4702,91,18.9,23.5,25,23.7
36.40208333,74.69375,7256,92,25,22,24.7,20
33.87291667,78.00791666,6042,94,23.5,20.8,24.4,24.8
34.24625,78.01041666,6158,92,21.9,22.5,24.9,22.5
33.83375,78.01375,6027,92,22.9,20.6,24.6,24.2
36.39125,74.71541667,7284,95,25,23.2,24.8,21.9
34.63875,73.68791667,4770,94,21.7,23.5,25,24
36.39125,74.71625,7286,95,25,23.2,24.8,22
33.04041667,78.03291666,6085,91,22.1,19,24.9,25
34.19291667,78.03708333,6147,92,21.8,22.4,24.9,23.2
32.64541667,78.04541666,6278,98,25,22.6,24.9,25
32.65458333,78.04291666,6178,90,25,15.4,24.8,25
34.19291667,78.03708333,6147,92,21.8,22.4,24.9,23.2
32.64541667,78.04625,6282,98,25,22.6,24.9,25
35.58458333,78.02375,6222,95,25,23,22.7,24
34.06875,78.05208333,6096,93,21.6,22.3,24.9,23.9
34.06875,78.05208333,6096,93,21.6,22.3,24.9,23.9
34.64291667,78.05291666,6514,91,25,19.8,24.5,22.1
32.77041667,78.05458333,6033,90,21.6,19.9,23.5,25
34.64208333,78.05541666,6519,91,25,19.6,24.5,22.3
34.84041667,78.05208333,6462,90,23.6,22.8,23,20.5
33.01375,78.07541666,6231,97,25,21.9,24.9,25
33.86041667,78.07125,6063,92,22.7,20.1,24.8,24.7
33.86041667,78.07125,6063,92,22.7,20.1,24.8,24.7
34.61875,78.07708333,6738,97,25,23.5,25,23.7
34.61875,78.07708333,6738,97,25,23.5,25,23.7
34.65291667,78.08875,6537,93,25,23.3,22.3,22.8
36.95208333,74.83458333,6312,94,25,22.5,21.2,25
32.97625,78.11541666,6260,97,25,22.4,25,25
32.98708333,78.11291666,6253,97,25,22.4,25,25
33.87458333,78.11458333,6126,95,24.3,20.9,24.9,24.8
36.00375,74.87625,7287,98,25,23.5,24.9,24.7
35.54541666,74.88375,5864,91,21.5,23.5,22.6,23.4
36.00375,74.88875,7211,94,25,23.5,24.1,21.6
32.76875,78.14625,6195,96,24.7,21.6,24.8,24.9
32.76875,78.14625,6195,96,24.7,21.6,24.8,24.9
33.32958333,78.14708333,6249,91,23.9,17.3,25,25
35.84125,74.89708333,7308,98,25,23.5,24.9,24.9
33.87791667,78.14625,6130,94,24.2,20.2,24.8,24.8
33.79958333,78.15541666,6086,91,21,20.5,24.7,24.4
33.31708333,78.16875,6282,93,23,20.4,24.7,25
33.12625,78.17458333,6368,98,25,22.8,25,25
33.12708333,78.17458333,6363,98,25,22.8,25,25
33.13875,78.17375,6356,97,25,22.8,24.6,25
33.31875,78.17125,6275,91,21.7,19.9,24.7,25
33.32041667,78.17375,6282,91,21.1,20.2,24.7,25
33.33125,78.17875,6328,97,25,22.1,24.9,25
33.73541667,78.17541666,6091,91,20.2,21,24.6,24.7
33.73541667,78.17541666,6091,91,20.2,21,24.6,24.7
33.33125,78.17958333,6329,97,25,22.2,24.9,25
34.29791667,78.19041666,6388,97,25,23.4,25,23.9
32.92041667,78.20375,6217,93,23.6,20.1,24.9,24.3
33.30708333,78.19791666,6371,98,25,23.2,25,25
33.79958333,78.20291666,6135,90,19.6,21.1,24.8,24.8
35.95541666,74.95875,6925,91,22.8,23.5,23.4,20.8
35.95541666,74.95875,6925,91,22.8,23.5,23.4,20.8
36.05708333,74.96375,6979,91,21.7,23.5,21.8,24.2
35.61708333,78.17291666,6173,95,25,22.2,23.5,24.6
32.92041667,78.20375,6217,93,23.6,20.1,24.9,24.3
35.29041666,74.96708333,5601,93,25,23.5,23.5,21
34.94125,78.18208333,6782,97,25,23.5,23.9,24.9
33.28208333,78.21458333,6221,90,25,22,24.2,18.5
33.48958333,78.21958333,6123,93,23.6,22,22.5,24.9
34.30541667,78.21625,6386,97,24.9,23.4,25,24
34.93791667,78.19208333,6687,91,25,21.9,23.8,19.9
32.89291667,78.22291666,6250,96,23.8,22.7,24.9,24.7
32.89625,78.22458333,6258,96,23.9,22.7,24.9,24.7
33.80875,78.22875,6220,94,22.7,21.6,24.9,24.9
33.80875,78.22875,6220,94,22.7,21.6,24.9,24.9
33.82041667,78.23208333,6271,97,25,22,24.9,24.9
34.90291667,78.20708333,6758,97,25,23.5,24.4,24.3
36.34875,75.02375,7191,90,25,15.7,24.9,24.6
36.34875,75.02375,7191,90,25,15.7,24.9,24.6
33.70041667,78.25708333,6242,97,23.7,23.3,24.8,24.9
36.31791666,75.03541667,7382,96,25,21.1,24.9,24.9
34.88125,78.23541666,6586,91,25,23.4,24.5,18.3
33.83125,78.27041666,6184,91,25,17.4,23.6,24.8
34.64208333,78.26958333,6430,92,25,20.6,24.1,22.5
33.81041667,78.27875,6261,96,25,21.2,24.9,24.9
33.81041667,78.27875,6261,96,25,21.2,24.9,24.9
33.83291667,78.27291666,6192,91,25,17.7,23.8,24.8
34.55541667,78.27625,6563,94,25,20.3,25,24
35.46125,75.06458333,5563,90,23.2,22.8,23.3,20.8
33.81041667,78.27958333,6269,96,25,21.3,24.9,24.9
33.81041667,78.27958333,6269,96,25,21.3,24.9,24.9
34.52625,78.28708333,6679,98,25,23.5,25,24.5
34.52625,78.28708333,6679,98,25,23.5,25,24.5
33.56791667,78.30041666,6186,94,22.7,22.4,24.4,24.8
34.87041667,78.26958333,6482,90,25,22.9,24.2,18.2
34.09458333,78.30375,6359,97,25,23.1,25,24.2
34.10958333,78.29791666,6377,98,25,23.2,25,24.8
36.61208333,75.07875,6892,93,25,20.7,22,25
34.54041667,78.30208333,6554,93,25,23.5,20.4,24.1
32.52541667,78.30708333,6348,91,20.4,21,24.9,25
32.56625,78.31125,6554,95,25,23.2,25,21.5
32.57291667,78.30958333,6579,98,25,23.3,25,25
36.28875,75.08541667,7584,98,24.9,23.2,25,24.9
36.28875,75.08541667,7584,98,24.9,23.2,25,24.9
34.09458333,78.30375,6359,97,25,23.1,25,24.2
33.95375,78.31291666,6172,93,23.5,21,24.4,24.3
34.13875,78.31291666,6372,98,25,23.2,25,24.7
34.53708333,78.31958333,6518,94,25,23.5,22.7,22.3
35.66375,78.28541666,6120,93,23.8,20.3,23.6,24.9
35.66375,78.28541666,6120,93,23.8,20.3,23.6,24.9
34.14375,78.32125,6381,98,25,23.2,25,24.7
34.14375,78.32125,6381,98,25,23.2,25,24.7
34.17541667,78.32125,6332,96,25,23.2,23,24.3
34.53625,78.32041666,6508,93,25,23.4,22.8,21.7
33.92125,78.32958333,6175,93,24.5,19.6,24.3,24.1
33.92791667,78.33125,6166,91,24.3,18.9,24.2,23.9
35.10458333,78.29875,6432,94,25,23.3,21.3,24.8
33.91125,78.33875,6183,93,24.6,19.7,24.4,24
33.44875,78.34791666,6166,92,23.7,20.4,23.5,24.8
34.21375,78.35375,6299,95,24.7,23,23.8,23.6
35.20041666,78.31125,6295,91,22.8,22.5,20.4,24.8
34.54458333,78.34625,6435,91,25,22.3,22,21.9
33.57458333,78.35458333,6176,92,21,21.8,24.4,24.7
33.91041667,78.35708333,6189,93,25,19.5,24.5,23.8
33.91208333,78.35708333,6196,93,25,19.7,24.6,23.8
34.21375,78.35375,6299,95,24.7,23,23.8,23.6
35.22791666,78.31458333,6429,96,25,23.3,23.2,24.9
33.90208333,78.36708333,6175,90,24.9,18.8,24.4,22.1
33.90208333,78.36708333,6175,90,24.9,18.8,24.4,22.1
34.24041667,78.36708333,6253,92,22.8,22.6,23.4,22.9
34.67208333,78.36791666,6414,93,24.5,23,22.5,23.1
32.50541667,78.37458333,6488,92,18.8,23.4,25,24.3
34.49208333,78.37375,6501,95,25,22.1,25,23.3
34.48375,78.37958333,6534,97,25,23.5,25,23.9
34.50791667,78.38708333,6474,94,25,23.5,22.6,23.1
34.65125,78.37958333,6379,91,24.7,22.4,21.5,22
34.65208333,78.38041666,6372,90,24.7,22.3,21.2,21.7
32.53041667,78.39458333,6635,99,25,23.5,25,25
35.45625,75.16958333,5807,95,24.9,23.5,24.1,22.1
34.94125,78.33958333,6432,93,25,22.5,21.6,23.8
35.55208333,78.33958333,6351,98,25,23.4,24.6,25
34.34958333,78.39375,6398,96,25,23.4,25,22.8
34.50791667,78.38708333,6474,94,25,23.5,22.6,23.1
32.53041667,78.39541666,6634,99,25,23.5,25,25
35.53458333,78.34791666,6327,96,25,23.3,24.5,23.6
35.55291666,78.34625,6352,98,25,23.4,24.7,25
35.40708333,75.18458333,5547,91,23.9,23.5,23.8,19.4
36.32541666,75.18791667,7815,99,25,23.5,25,25
33.14541667,78.40708333,6339,93,24.1,19.1,24.9,24.9
34.35208333,78.40791666,6344,91,24.7,23.2,22.4,21.1
34.35208333,78.40791666,6344,91,24.7,23.2,22.4,21.1
36.32208333,75.19708333,7689,92,25,23.5,24.8,19
34.80041667,78.36458333,6614,97,25,23.2,24.9,24.2
33.15208333,78.41958333,6366,94,25,19.6,24.8,25
33.15291667,78.42041666,6373,95,25,19.9,24.8,25
33.52291667,78.41958333,6193,92,21.4,21.3,24.1,24.8
36.20625,75.20708333,7790,98,25,23.5,25,24.9
36.74125,75.20375,6263,90,25,22.1,17.8,24.9
33.15291667,78.42041666,6373,95,25,19.9,24.8,25
33.52291667,78.42041666,6190,91,21.2,21.3,24.1,24.8
33.53708333,78.42375,6189,91,20.5,21.8,24,24.8
33.60291667,78.42208333,6225,91,19,23.1,24.4,24.8
36.20625,75.20708333,7790,98,25,23.5,25,24.9
36.31791666,75.21208333,7672,96,25,23.5,24.7,22.7
34.56041667,78.42625,6526,98,25,23.5,24.7,24.4
34.56041667,78.42625,6526,98,25,23.5,24.7,24.4
34.48875,78.43291666,6396,93,24,23.4,24.5,20.8
34.54208333,78.43458333,6486,96,25,23.5,24.6,22.5
34.78041667,78.39291666,6500,94,22.7,23.5,24.6,22.8
34.78041667,78.39291666,6500,94,22.7,23.5,24.6,22.8
32.96208333,78.44291666,6599,97,25,21.8,25,25
33.12875,78.44291666,6507,98,25,23.5,24.5,25
36.30791666,75.22958333,7392,91,25,23.2,23,19.4
33.39791667,78.44125,6446,98,25,23.5,24.8,25
33.84375,78.44291666,6350,91,25,15.8,24.8,24.9
33.84375,78.44291666,6350,91,25,15.8,24.8,24.9
33.42458333,78.45125,6308,95,25,23.4,21.2,25
33.54541667,78.45125,6221,93,21.2,23.5,23.5,24.9
33.80208333,78.44958333,6521,98,25,22.5,25,25
33.80208333,78.44958333,6521,98,25,22.5,25,25
35.47541666,75.24208333,5596,91,22.8,23.5,23.4,20.9
34.38791667,78.45291666,6375,94,25,22,24.8,22.1
34.55208333,78.45208333,6492,96,25,23.5,24.6,22.8
34.55208333,78.45208333,6492,96,25,23.5,24.6,22.8
36.31291666,75.24291667,7392,93,25,23.2,23.2,21.1
34.89125,78.40458333,6422,94,25,23,22.4,23.1
32.93291667,78.45708333,6653,99,25,23.5,25,25
35.73125,78.40708333,6399,98,25,23.4,24.9,25
33.12708333,78.45791666,6378,92,25,22.7,23.5,20.7
33.12708333,78.45791666,6378,92,25,22.7,23.5,20.7
33.80291667,78.45375,6512,97,25,22.3,25,25
36.21208333,75.25125,7370,91,25,23,22.1,20.6
34.39291667,78.45458333,6363,91,25,21.9,22.7,21.6
34.78541667,78.41625,6668,98,25,23.5,24.9,24.6
34.93041667,78.41791666,6440,95,24.3,23.5,22.5,24.3
34.93041667,78.41791666,6440,95,24.3,23.5,22.5,24.3
33.07458333,78.46708333,6398,94,25,22.6,22.4,24
33.80375,78.46541666,6484,95,25,21.5,24.1,24
34.93291667,78.42375,6457,96,25,23.5,22.8,24.4
35.15958333,75.26958333,5302,94,24.3,23.4,25,21.5
35.37791666,75.26791667,5489,90,23.2,23.5,24.3,19.3
33.79708333,78.47875,6455,92,25,20,25,22.1
34.35791667,78.47708333,6345,93,25,23.2,24.7,20.2
34.37958333,78.47125,6429,97,25,23.4,24.9,23.4
34.48041667,78.47208333,6361,92,25,23.4,24.6,18.7
34.80541667,78.44541666,6449,92,25,23.5,20.7,23
34.80541667,78.44541666,6449,92,25,23.5,20.7,23
33.79708333,78.47875,6455,92,25,20,25,22.1
35.55958333,78.44541666,6280,97,25,23.2,24.5,24.5
32.99708333,78.48875,6447,92,25,22.4,19.4,24.8
34.80541667,78.44541666,6449,92,25,23.5,20.7,23
34.80541667,78.44541666,6449,92,25,23.5,20.7,23
35.55958333,78.44541666,6280,97,25,23.2,24.5,24.5
35.21041666,78.46041666,6330,96,25,22.9,22.8,24.8
33.75708333,78.50041666,6474,91,25,16.1,25,24.4
32.99291667,78.50958333,6497,96,25,23.5,22.3,25
34.88458333,78.46958333,6417,94,25,23.5,22.3,23.4
33.72291667,78.50875,6503,94,20.2,23.4,25,24.9
33.73375,78.51208333,6537,92,25,17.4,25,25
35.25291666,78.46291666,6311,95,25,22.5,22.7,24.9
34.42541667,78.50541666,6308,90,25,22.5,22.4,20.1
33.73375,78.51208333,6537,92,25,17.4,25,25
33.72625,78.52708333,6685,99,25,23.5,25,25
35.17958333,78.49458333,6315,96,24.9,23.5,22.6,24.6
35.18291666,78.49541666,6313,96,24.9,23.5,22.7,24.6
